eeg1,eeg2,eeg3,eeg4,eeg5,eeg6,eeg7,eeg8,accx,accy,accz,iso_utc,session_id,command_name
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-17T21:27:39.507790,15,EyesClosed
-19000.837981800792,-1639.9698424303344,5633.578376004502,3436.5583582590057,21673.27960411067,11938.871376379893,11047.461455757792,11068.539150779146,0.008,1.026,0.166,2019-03-17T21:27:39.519110,15,EyesClosed
-18895.203637505012,-1550.0934779755448,5640.30625108555,3262.3488619743425,21796.951806181885,11369.170113703027,11133.605078888546,10933.333448568994,0.0,0.0,0.0,2019-03-17T21:27:39.526283,15,EyesClosed
-18808.88120041862,-1465.1121455564673,5764.492543279236,3411.7255701691593,21905.58128423468,11387.342081945191,11240.379362151547,11051.708287204301,0.0,0.0,0.0,2019-03-17T21:27:39.526788,15,EyesClosed
-18913.30855051381,-1554.3179576775979,5760.938615910843,3593.467604335261,21789.151047366984,11949.98019337418,11158.63903267849,11190.266751082749,0.0,0.0,0.0,2019-03-17T21:27:39.533026,15,EyesClosed
-19014.1372697517,-1648.9328919569127,5637.601690006458,3469.9518644752343,21670.686801753858,12011.961580748748,11043.147569077919,11090.488563834258,0.0,0.0,0.0,2019-03-17T21:27:39.533703,15,EyesClosed
-18926.563134975808,-1570.053585774134,5617.127492085397,3265.9921963205575,21769.637974457502,11454.442018800024,11105.754805297232,10935.993306159176,0.0,0.0,0.0,2019-03-17T21:27:39.540837,15,EyesClosed
-18803.606188727164,-1453.1092587839676,5746.0970575925185,3376.186296485221,21910.5210197593,11333.787302230276,11235.12670220455,11027.769568892667,0.0,0.0,0.0,2019-03-17T21:27:39.541488,15,EyesClosed
-18875.958785528994,-1514.7553699917044,5777.903589952421,3589.2878281221188,21826.88079200754,11876.867637260872,11183.650634723977,11195.765280218755,0.01,1.024,0.158,2019-03-17T21:27:39.550331,15,EyesClosed
-18995.33945266479,-1626.5140922682397,5662.0992019294745,3523.0372575565884,21682.846150737543,12082.660148460884,11052.580005238058,11139.505939424747,0.0,0.0,0.0,2019-03-17T21:27:39.551286,15,EyesClosed
-18944.26571658441,-1586.4374144598742,5611.986590860676,3299.8550891703476,21745.319276490125,11571.319290556823,11082.91132246391,10969.699736797778,0.0,0.0,0.0,2019-03-17T21:27:39.556686,15,EyesClosed
-18822.940447681005,-1466.0956223125008,5715.542222922114,3335.32730762092,21887.923406114987,11294.448231988936,11205.287123356715,11000.165164490363,0.0,0.0,0.0,2019-03-17T21:27:39.557186,15,EyesClosed
-18863.575919100753,-1494.571744748562,5770.2816450931605,3554.8437899164906,21836.26852467877,11763.65605159474,11183.985910890808,11171.893617140488,0.0,0.0,0.0,2019-03-17T21:27:39.563758,15,EyesClosed
-19009.063423760348,-1646.0718686666332,5662.613292051947,3538.0352780860994,21671.066781409598,12082.928369394347,11040.04067659863,11151.598233175067,0.0,0.0,0.0,2019-03-17T21:27:39.564397,15,EyesClosed
