eeg1,eeg2,eeg3,eeg4,eeg5,eeg6,eeg7,eeg8,accx,accy,accz,iso_utc,session_id,command_name
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,1.026,0.17200000000000001,2019-03-17T21:30:51.043426,20,EyesOpen
-19981.118438377194,-8412.391950177187,7834.778169963142,4278.660330612699,23482.36274508986,16042.785768841002,7237.561909861793,11589.848886710273,0.0,0.0,0.0,2019-03-17T21:30:51.065718,20,EyesOpen
-19891.197370433496,-8319.922783365582,7935.740999667764,4375.041052703983,23587.415944029803,15962.319488801897,7337.317745365828,11663.676698646153,0.0,0.0,0.0,2019-03-17T21:30:51.066550,20,EyesOpen
-19968.735571948957,-8391.738938300483,7970.877941951507,4593.797575688073,23494.544445818003,16471.5369309827,7274.15171553513,11836.500386774587,0.0,0.0,0.0,2019-03-17T21:30:51.072867,20,EyesOpen
-20065.7868463739,-8494.087576161335,7876.106545461005,4524.976554510183,23376.594290327346,16619.32666532119,7165.812810160257,11785.80663034995,0.0,0.0,0.0,2019-03-17T21:30:51.073394,20,EyesOpen
-20003.179610154584,-8452.289814029911,7824.541071002612,4287.489269672546,23454.60187847637,16126.47070008167,7218.04883695231,11607.372654363235,0.0,0.0,0.0,2019-03-17T21:30:51.080434,20,EyesOpen
-19894.30426291278,-8335.747818439939,7918.507804692723,4322.76032242302,23585.58310098447,15918.57712490286,7338.345925610773,11638.910965789672,0.0,0.0,0.0,2019-03-17T21:30:51.080936,20,EyesOpen
-19943.23223152545,-8369.208379889535,7980.757413000752,4557.028956059094,23524.02639675455,16383.761630506711,7304.058349616332,11822.284677301011,0.0,0.0,0.0,2019-03-17T21:30:51.088385,20,EyesOpen
-20056.30970672485,-8480.162439365678,7907.935429565362,4557.475990948199,23392.642842846257,16659.716267551932,7190.243266849908,11821.703531945173,0.006,1.022,0.166,2019-03-17T21:30:51.088998,20,EyesOpen
-20025.19607844306,-8459.464724000063,7829.100826871494,4311.338581006358,23429.903200853256,16228.417006542328,7206.090653668721,11633.658305842675,0.0,0.0,0.0,2019-03-17T21:30:51.096459,20,EyesOpen
-19907.357681674683,-8328.12587358068,7900.402891683923,4283.823583581875,23571.792074655543,15904.070842751365,7327.237108616485,11615.106357944771,0.0,0.0,0.0,2019-03-17T21:30:51.097019,20,EyesOpen
-19925.440242939025,-8346.051972633835,7981.0479856786715,4514.270068916091,23549.485033689147,16292.097126495497,7325.694838249068,11798.725938645119,0.0,0.0,0.0,2019-03-17T21:30:51.102752,20,EyesOpen
-20039.21062221654,-8472.2499218285,7916.5184994362,4572.116383566426,23406.143296497263,16667.472322877922,7206.671799024559,11846.11163689037,0.0,0.0,0.0,2019-03-17T21:30:51.103350,20,EyesOpen
-20027.140680210672,-8468.226607826544,7823.423483779846,4346.676688990198,23410.613645388323,16332.33026651505,7193.886601196123,11673.399707484212,0.0,0.0,0.0,2019-03-17T21:30:51.109856,20,EyesOpen
-19919.56173414728,-8351.282280836378,7866.204722667304,4251.994699477518,23549.105054033407,15906.373072430262,7311.032093886387,11602.701139772074,0.0,0.0,0.0,2019-03-17T21:30:51.117700,20,EyesOpen
-19909.12346948665,-8337.98299288547,7962.876017436507,4467.2867020710355,23568.305202520514,16194.084727058975,7343.598585557769,11774.675461611208,0.0,0.0,0.0,2019-03-17T21:30:51.118096,20,EyesOpen
-20025.643113332168,-8449.76406690646,7937.28327003518,4591.629456475908,23434.328846255405,16657.302279150757,7233.493892370927,11871.972605225159,0.0,0.0,0.0,2019-03-17T21:30:51.126031,20,EyesOpen
-20057.87432883672,-8476.764974208472,7833.191196106815,4391.111956967349,23393.805133557933,16431.10262526305,7182.3307493127295,11715.756263227018,0.0,0.0,0.0,2019-03-17T21:30:51.126641,20,EyesOpen
-19940.81824312428,-8357.294900094856,7850.402039337402,4245.803266263398,23526.03805375553,15937.196128034131,7284.835849384767,11602.63408453871,-0.004,1.028,0.162,2019-03-17T21:30:51.132701,20,EyesOpen
-19907.71530958597,-8314.759530396406,7944.636993960977,4420.571556159443,23568.551071709524,16091.870199664856,7335.797826742867,11737.482158837576,0.0,0.0,0.0,2019-03-17T21:30:51.133348,20,EyesOpen
-20008.499325334946,-8413.844813566782,7939.719610180809,4591.249476820169,23442.464881237138,16607.81551692671,7239.19358720703,11869.759782524085,0.0,0.0,0.0,2019-03-17T21:30:51.140553,20,EyesOpen
-20065.49627369598,-8478.262541086977,7834.532300774134,4432.529739443033,23371.453389102626,16512.954713458385,7164.583464215215,11743.830054262884,0.0,0.0,0.0,2019-03-17T21:30:51.141038,20,EyesOpen
-19968.75792369341,-8384.876952752704,7823.155262846382,4242.092876683817,23489.157675404273,15984.939454190668,7255.555064148315,11595.839154224295,0.0,0.0,0.0,2019-03-17T21:30:51.148699,20,EyesOpen
-19895.868885024654,-8310.803271627818,7930.309525765125,4380.4725266066225,23574.116656078895,16015.31547490543,7342.190425657085,11702.32286480938,0.0,0.0,0.0,2019-03-17T21:30:51.149328,20,EyesOpen
-19979.687926732055,-8394.08587146829,7954.270595821214,4588.5002122521655,23472.08094264042,16545.23063245185,7266.954453820522,11866.272910389056,0.0,0.0,0.0,2019-03-17T21:30:51.155790,20,EyesOpen
-20063.574023672823,-8482.084689388836,7848.2115683807815,4479.021367910072,23369.8664152463,16583.273301514782,7168.56207472826,11779.257569224546,0.0,0.0,0.0,2019-03-17T21:30:51.156478,20,EyesOpen
-19992.987214682962,-8402.624237850217,7811.130024329427,4257.649690824711,23463.07318962493,16056.688553892203,7236.220805194474,11609.786642764408,0.0,0.0,0.0,2019-03-17T21:30:51.163422,20,EyesOpen
-19906.70948108548,-8320.101597321225,7907.0860632760605,4338.406543541735,23572.216757800194,15944.192224048642,7340.044658189376,11672.103306305804,0.0,0.0,0.0,2019-03-17T21:30:51.164068,20,EyesOpen
-19967.193301581538,-8381.881818995693,7955.678755721898,4574.195095800769,23497.405469108282,16454.437846474393,7293.06129134432,11857.1981021402,-0.006,1.028,0.152,2019-03-17T21:30:51.170496,20,EyesOpen
-20062.6352504057,-8476.094421874812,7867.076440701061,4532.576147624987,23378.315374650407,16630.43548231548,7187.8516301931895,11822.843470912394,0.0,0.0,0.0,2019-03-17T21:30:51.179710,20,EyesOpen
-20012.54499108136,-8426.250031739477,7803.105748069972,4295.781766865464,23441.548459714468,16147.10136021392,7228.129473701653,11639.693276845608,0.0,0.0,0.0,2019-03-17T21:30:51.180301,20,EyesOpen
-19899.69103332651,-8307.875193104172,7891.03751075715,4317.641772942755,23575.636574701857,15914.53145915645,7347.756010026456,11659.519274177466,0.0,0.0,0.0,2019-03-17T21:30:51.186113,20,EyesOpen
-19948.462539727992,-8358.680708251084,7955.030555132695,4551.061040289526,23523.17703046525,16361.655755240412,7321.380951569195,11842.669468244252,0.0,0.0,0.0,2019-03-17T21:30:51.186836,20,EyesOpen
-20059.193081759582,-8481.123564377256,7882.186219952849,4564.874418362906,23388.6195288443,16659.157473940548,7204.771900745857,11853.420657327255,0.0,0.0,0.0,2019-03-17T21:30:51.193003,20,EyesOpen
-20027.699473822056,-8456.268424542955,7807.218469049749,4335.009078384528,23423.9799885726,16251.036971931098,7217.937078230033,11672.796210383918,0.0,0.0,0.0,2019-03-17T21:30:51.193632,20,EyesOpen
-19915.203143978495,-8343.883853421672,7864.818914511075,4286.394034194235,23557.241089015137,15890.726851311549,7328.868785961722,11634.038285498416,0.0,0.0,0.0,2019-03-17T21:30:51.201362,20,EyesOpen
-19927.071920284263,-8352.109295381224,7948.794418429664,4516.1252637058815,23541.259591729595,16252.758056254157,7331.193367385074,11808.203078294167,0.0,0.0,0.0,2019-03-17T21:30:51.202452,20,EyesOpen
-20036.662523348634,-8458.213026310566,7908.13659526546,4597.753834456663,23410.747755855056,16658.218700673428,7223.323848643762,11868.239863901123,0.0,0.0,0.0,2019-03-17T21:30:51.208041,20,EyesOpen
-20041.557555384345,-8465.879674658738,7816.561498232067,4377.9467794831735,23406.143296497263,16340.868632896976,7201.799118733302,11694.946789139127,-0.002,1.028,0.152,2019-03-17T21:30:51.208789,20,EyesOpen
-19925.775519105857,-8342.319231309799,7855.453533584301,4274.502906144012,23545.84169934293,15896.068918236366,7312.864936931723,11611.083043942815,0.0,0.0,0.0,2019-03-17T21:30:51.215485,20,EyesOpen
-19906.50831538538,-8316.681780419562,7954.225892332303,4484.184620879248,23567.120560064384,16155.729133573668,7346.92899548161,11770.89801679826,0.0,0.0,0.0,2019-03-17T21:30:51.215839,20,EyesOpen
-20015.33895913827,-8433.693162643094,7926.800301885642,4613.802386975573,23429.858497364345,16632.357732338634,7234.589127849237,11869.089230190424,0.0,0.0,0.0,2019-03-17T21:30:51.223410,20,EyesOpen
-20050.274735721916,-8476.38499455273,7824.3175535580585,4423.3208207274465,23388.887749777765,16439.439825944883,7187.270484837352,11720.092501651348,0.0,0.0,0.0,2019-03-17T21:30:51.223714,20,EyesOpen
-19950.51890021788,-8371.711775268528,7835.9404606748185,4264.824600794864,23518.013777496075,15932.412854720695,7291.340207021261,11598.186087392103,0.0,0.0,0.0,2019-03-17T21:30:51.230702,20,EyesOpen
