eeg1,eeg2,eeg3,eeg4,eeg5,eeg6,eeg7,eeg8,accx,accy,accz,iso_utc,session_id,command_name
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-17T21:16:26.658923,4,EyesOpen
4132.479921874991,9873.994871854171,-5797.595476817546,-6395.482289252554,33681.150815624096,-3575.206229115275,6221.0269237788825,4690.200649523813,-0.004,0.998,0.254,2019-03-17T21:16:26.665266,4,EyesOpen
3650.8445323520345,9378.791973446843,-6282.963607664538,-6883.175001522899,33401.91047214394,-3213.06326545039,5784.877334222476,4303.202546024626,0.0,0.0,0.0,2019-03-17T21:16:26.665863,4,EyesOpen
3418.989887117134,9141.52820605376,-6575.3020733955,-7165.969272371444,33101.43597143125,-3617.831005791546,5508.632124499336,3998.257696420872,0.0,0.0,0.0,2019-03-17T21:16:26.673430,4,EyesOpen
3887.9294857894765,9610.937191359662,-6115.750207394387,-6704.383397624898,33355.68706461037,-4028.2090339909837,5925.961545224374,4361.965282197629,0.0,0.0,0.0,2019-03-17T21:16:26.674259,4,EyesOpen
4155.993957041974,9891.272770318124,-5783.111546410507,-6383.92643736916,33676.680466733036,-3692.9775706502883,6230.012325049916,4697.26380077169,0.0,0.0,0.0,2019-03-17T21:16:26.679493,4,EyesOpen
3731.556681580148,9466.902550089664,-6190.337978641746,-6795.466756280274,33472.49728113381,-3233.5374633714514,5857.5652071911345,4392.140137212293,0.0,0.0,0.0,2019-03-17T21:16:26.687530,4,EyesOpen
3380.388424442819,9129.055932647698,-6593.094061981924,-7191.025577905843,33115.517570438096,-3521.2044145112536,5486.213324810663,4002.5715831007465,0.0,0.0,0.0,2019-03-17T21:16:26.688310,4,EyesOpen
3772.3709669555387,9530.985001443029,-6229.967621561006,-6818.042018180135,33290.710543478795,-4007.712484325467,5828.463235910325,4274.704071844109,-0.004,1.002,0.242,2019-03-17T21:16:26.694837,4,EyesOpen
4177.719852652533,9932.176462671336,-5767.219456102784,-6367.363794727778,33690.56090003978,-3763.072641262131,6255.538017217877,4712.619449212486,0.0,0.0,0.0,2019-03-17T21:16:26.695398,4,EyesOpen
3837.816874720678,9579.242417722036,-6075.382956908102,-6689.899467217859,33568.14039565807,-3252.782315347471,5973.861333592097,4495.628714040365,0.0,0.0,0.0,2019-03-17T21:16:26.702213,4,EyesOpen
3386.8927820793133,9123.535051767238,-6568.9318262257375,-7175.155839342576,33169.407626319844,-3417.3358580274416,5521.640839772325,4039.7872376188325,0.0,0.0,0.0,2019-03-17T21:16:26.702871,4,EyesOpen
3668.1224308159867,9395.62283702169,-6332.7856460554185,-6926.492682277284,33233.311263717565,-3958.136315123596,5737.603394699502,4189.365111513747,0.0,0.0,0.0,2019-03-17T21:16:26.709573,4,EyesOpen
4153.244692473972,9868.898674118362,-5819.991924761764,-6417.4317023076665,33641.20824828246,-3868.304654157717,6211.2815631963695,4655.086058984525,0.0,0.0,0.0,2019-03-17T21:16:26.710144,4,EyesOpen
3950.5143702643363,9659.239311127581,-5986.04303432024,-6593.943428271226,33640.15771629306,-3317.580022523406,6064.967043991929,4568.115421308926,0.0,0.0,0.0,2019-03-17T21:16:26.717668,4,EyesOpen
3436.6030617479164,9166.00336623232,-6518.282773290011,-7120.908155549545,33245.403557467886,-3332.0192494415346,5578.123698010886,4091.330360332771,0.0,0.0,0.0,2019-03-17T21:16:26.718224,4,EyesOpen
3584.28103736413,9329.260507733883,-6418.616344763797,-7006.3554652160965,33206.4891703712,-3883.593247365147,5673.051556712575,4122.8463200147535,0.0,0.0,0.0,2019-03-17T21:16:26.725557,4,EyesOpen
4123.874500259698,9872.542008464576,-5848.557454175646,-6444.253795654035,33624.600902152175,-3921.5241577058027,6196.529411855867,4620.932593456816,0.0,0.0,0.0,2019-03-17T21:16:26.726038,4,EyesOpen
4036.6579933950898,9787.851248723418,-5883.850858670576,-6490.52190667652,33717.8076765308,-3377.281531963531,6171.2495888769145,4649.118143214959,0.0,1.012,0.234,2019-03-17T21:16:26.732244,4,EyesOpen
3506.9887050376783,9247.274309071816,-6444.27614739849,-7046.499198257828,33325.9145409959,-3257.364422960809,5652.934986702799,4162.341852467282,0.0,0.0,0.0,2019-03-17T21:16:26.732883,4,EyesOpen
3509.425045183307,9255.767971964833,-6491.818307854928,-7079.713890518415,33179.532966558094,-3789.782975886223,5603.2247070341955,4060.0826215842512,0.0,0.0,0.0,2019-03-17T21:16:26.739465,4,EyesOpen
4042.3800399756483,9800.770557018586,-5937.3385831521255,-6523.513081492553,33557.43391006398,-3978.364643855649,6112.620963170643,4534.788970326063,0.0,0.0,0.0,2019-03-17T21:16:26.747127,4,EyesOpen
4122.354581636737,9871.938511364284,-5806.96085774432,-6409.720350470585,33764.50047069794,-3458.8430474809466,6230.23584249447,4705.221021797779,0.0,0.0,0.0,2019-03-17T21:16:26.747633,4,EyesOpen
3589.0419589331104,9317.056455261285,-6349.281233463435,-6958.522732081739,33411.65583272646,-3210.269297393477,5729.489711462225,4248.88780699823,0.0,0.0,0.0,2019-03-17T21:16:26.754526,4,EyesOpen
3435.77604720307,9176.776907059779,-6554.984337685626,-7157.006222844866,33163.01502740563,-3700.0630736426206,5537.778799269056,4011.132301227129,0.0,0.0,0.0,2019-03-17T21:16:26.755143,4,EyesOpen
3953.554207510258,9694.979750511617,-6028.8466249521525,-6633.304850257022,33496.48070293435,-4014.6862285955226,6016.083778868173,4440.598719191399,0.0,0.0,0.0,2019-03-17T21:16:26.761819,4,EyesOpen
4156.8880268201865,9888.322340050023,-5769.029947403664,-6383.792326902429,33800.10679961524,-3575.250932604186,6260.075421342304,4718.8108824266055,0.0,0.0,0.0,2019-03-17T21:16:26.762364,4,EyesOpen
