eeg1,eeg2,eeg3,eeg4,eeg5,eeg6,eeg7,eeg8,accx,accy,accz,iso_utc,session_id,command_name
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,1.02,0.182,2019-03-17T21:28:11.141732,16,EyesOpen
-16744.16115810408,701.2189270518932,7252.3587646912065,3601.961267228278,23623.15638341384,12107.381177828453,10195.68117805495,10474.452134901541,0.0,0.0,0.0,2019-03-17T21:28:11.150959,16,EyesOpen
-16780.102763188217,674.1956680054269,7320.106902135241,3827.915051926977,23586.43246727377,12572.38686947666,10184.929988971948,10652.036744598956,0.0,0.0,0.0,2019-03-17T21:28:11.156961,16,EyesOpen
-16913.408567119666,527.0988377450511,7229.358819646695,3834.777037474756,23429.97025608662,12949.863129837888,10051.98181295178,10658.183474324165,0.0,0.0,0.0,2019-03-17T21:28:11.157804,16,EyesOpen
-16895.214247133048,527.9035005454422,7147.149103540076,3602.609467817482,23443.649523693268,12528.599802088715,10042.527025047186,10477.581379125284,0.0,0.0,0.0,2019-03-17T21:28:11.163716,16,EyesOpen
-16743.93764065953,679.1801070189604,7238.43362789555,3571.7864122136134,23608.873618706897,12098.73105272425,10181.10784067009,10453.888530002658,0.0,0.0,0.0,2019-03-17T21:28:11.164464,16,EyesOpen
-16735.667495211066,702.2694590412926,7332.378009841205,3800.3106475246727,23615.601493787944,12464.405592013072,10207.102919471612,10630.400255966219,0.0,0.0,0.0,2019-03-17T21:28:11.171779,16,EyesOpen
-16883.323119082823,570.908256877453,7255.890340315144,3866.628273323569,23454.02073312053,12947.918528070275,10069.594987582563,10676.847180944345,0.0,0.0,0.0,2019-03-17T21:28:11.172785,16,EyesOpen
-16905.563104815854,535.2125209823276,7147.84200761819,3649.7045933848135,23423.242381005573,12646.527605834915,10021.806957937117,10502.771795126415,0.006,1.014,0.18,2019-03-17T21:28:11.179421,16,EyesOpen
-16766.60230953721,659.0411852647287,7203.453147822995,3556.2966533060853,23580.442199759746,12121.999218702224,10148.474293765343,10430.352143091219,0.0,0.0,0.0,2019-03-17T21:28:11.180430,16,EyesOpen
-16732.60530622069,696.1003775716279,7312.149681109153,3758.624644115525,23625.726834026198,12353.049201136733,10203.817213036682,10588.04370022341,0.0,0.0,0.0,2019-03-17T21:28:11.186442,16,EyesOpen
-16856.076342591805,582.0617773606513,7272.162410278608,3884.6884828434568,23477.84769270989,12908.93708574022,10088.772784325218,10686.234913615575,0.0,0.0,0.0,2019-03-17T21:28:11.187149,16,EyesOpen
-16915.330817142825,520.7732940641993,7155.195731543986,3695.369207307006,23408.49022966507,12752.13959838624,10011.45810025431,10539.026324632923,0.0,0.0,0.0,2019-03-17T21:28:11.195515,16,EyesOpen
-16800.71107157601,626.2511761487933,7177.994510888399,3539.2199205422307,23542.33247546345,12169.094344269555,10113.04677880368,10421.322038331276,0.0,0.0,0.0,2019-03-17T21:28:11.196172,16,EyesOpen
